onet_code,technology,trendy,demand
27-2012.00,Microsoft Project,Y,N
27-2012.00,Microsoft Publisher,N,N
27-2012.00,Microsoft Teams,Y,N
27-2012.00,Microsoft Visio,Y,N
27-2012.00,Microsoft Windows,Y,N
27-2012.00,Microsoft Word,Y,N
27-2012.00,PHP,Y,N
27-2012.00,Pinterest,N,N
27-2012.00,Project management software,N,N
27-2012.00,Ross Video Xpression,N,N
27-2012.00,Screencastify,N,N
27-2012.00,Scripting software,N,N
27-2012.00,Slack,Y,N
27-2012.00,Snapchat,N,N
27-2012.00,Social media sites,N,N
27-2012.00,TikTok,Y,N
27-2012.00,Twitter,N,N
27-2012.00,Video editing software,N,N
27-2012.00,Web content management system CMS software,N,N
27-2012.00,WideOrbit,N,N
27-2012.00,WordPress,Y,N
27-2012.00,YouTube,N,N
27-2012.00,Zoom,Y,N
27-2012.03,Adobe Acrobat,Y,N
27-2012.03,Adobe Creative Cloud software,Y,N
27-2012.03,Adobe Photoshop,Y,N
27-2012.03,Apple Final Cut Pro,N,N
27-2012.03,Applicant tracking software,N,N
27-2012.03,Avid Technology iNEWS,N,N
27-2012.03,Broadcast Electronics AudioVAULT FleX,N,N
27-2012.03,Content management systems CMS,N,N
27-2012.03,Email software,N,N
27-2012.03,Facebook,Y,N
27-2012.03,FileMaker Pro,N,N
27-2012.03,Google Analytics,Y,Y
27-2012.03,Hypertext markup language HTML,Y,N
27-2012.03,Microsoft Excel,Y,Y
27-2012.03,Microsoft Office software,Y,Y
27-2012.03,Microsoft Outlook,Y,N
27-2012.03,Microsoft PowerPoint,Y,Y
27-2012.03,Microsoft SharePoint,Y,N
27-2012.03,Microsoft SQL Server,Y,N
27-2012.03,Microsoft Word,Y,N
27-2012.03,Music scheduling software,N,N
27-2012.03,RCS GSelector,N,N
27-2012.03,Scheduling databases,N,N
27-2012.03,TikTok,Y,Y
27-2012.03,Twitter,N,N
27-2012.03,Web browser software,N,N
27-2012.04,AgencyPro,N,N
27-2012.04,Amazon Web Services AWS software,Y,N
27-2012.04,Appointment scheduling software,N,N
27-2012.04,Blogging software,N,N
27-2012.04,Database software,N,N
27-2012.04,Email software,N,N
27-2012.04,Linux,Y,N
27-2012.04,Microsoft Excel,Y,Y
27-2012.04,Microsoft Office software,Y,Y
27-2012.04,Microsoft PowerPoint,Y,Y
27-2012.04,Microsoft Windows,Y,N
27-2012.04,Microsoft Word,Y,N
27-2012.04,Oracle Java,Y,N
27-2012.04,Oracle JavaServer Pages JSP,N,N
27-2012.04,SAP software,Y,N
27-2012.04,UNIX,Y,N
27-2012.04,Video content editing software,N,N
27-2012.04,Web browser software,N,N
27-2012.04,Website development software,N,N
27-2012.05,Adobe After Effects,Y,N
27-2012.05,Adobe Audition,N,N
27-2012.05,Adobe Experience Manager (AEM),N,N
27-2012.05,Adobe Photoshop,Y,N
27-2012.05,Apple Final Cut Pro,N,N
27-2012.05,Atlassian JIRA,Y,N
27-2012.05,Autodesk Maya,N,N
27-2012.05,Avid Technology audio visual editing software,N,N
27-2012.05,Avid Technology Media Composer,N,N
27-2012.05,Avid Technology Pro Tools,N,N
27-2012.05,C,Y,N
27-2012.05,C++,Y,N
27-2012.05,Character generator software,N,N
27-2012.05,Facebook,Y,N
27-2012.05,Linux,Y,N
27-2012.05,MailChimp,N,N
27-2012.05,Microsoft Excel,Y,N
27-2012.05,Microsoft Office software,Y,Y
27-2012.05,Microsoft Outlook,Y,N
27-2012.05,Microsoft PowerPoint,Y,N
27-2012.05,Microsoft SQL Server,Y,N
27-2012.05,Microsoft Word,Y,N
27-2012.05,Oracle Database,Y,N
27-2012.05,Perl,Y,N
27-2012.05,Pinterest,N,N
27-2012.05,Python,Y,N
27-2012.05,Salesforce software,Y,N
27-2012.05,Side Effects Houdini,N,N
27-2012.05,Social media sites,N,N
27-2012.05,Software development tools,N,N
27-2012.05,Structured query language SQL,Y,N
27-2012.05,Swift,Y,N
27-2012.05,The Associated Press ENPS,N,N
27-2012.05,Unity Technologies Unity,N,N
27-2012.05,UNIX,Y,N
27-2012.05,UNIX Shell,Y,N
27-2012.05,Word processing software,N,N
27-2012.05,YouTube,N,N
27-2021.00,Adobe Photoshop,Y,N
27-2021.00,Email software,N,N
27-2021.00,Facebook,Y,N
27-2021.00,Microsoft Excel,Y,N
27-2021.00,Microsoft Office software,Y,Y
27-2021.00,Microsoft PowerPoint,Y,N
27-2021.00,Microsoft Word,Y,N
27-2021.00,Motion analysis software,N,N
27-2021.00,Oracle PeopleSoft,Y,N
27-2021.00,Twitter,N,N
27-2021.00,Web browser software,N,N
27-2021.00,YouTube,N,N
27-2022.00,Bloomz,N,N
27-2022.00,C++,Y,N
27-2022.00,Edmodo,N,N
27-2022.00,Edpuzzle,N,N
27-2022.00,Edulastic,N,N
27-2022.00,Evernote,N,N
27-2022.00,Facebook,Y,N
27-2022.00,Flipgrid,N,N
27-2022.00,Google Classroom,N,N
27-2022.00,Google Docs,Y,N
27-2022.00,Google Drive,N,N
27-2022.00,Google Meet,N,N
27-2022.00,Graphics creation software,N,N
27-2022.00,GroupMe,N,N
27-2022.00,Microsoft Excel,Y,N
27-2022.00,Microsoft Office software,Y,N
27-2022.00,Microsoft Outlook,Y,N
27-2022.00,Microsoft PowerPoint,Y,N
27-2022.00,Microsoft Publisher,N,N
27-2022.00,Microsoft Word,Y,N
27-2022.00,Motion analysis software,N,N
27-2022.00,Nearpod,N,N
27-2022.00,Online registration software,N,N
27-2022.00,ParentSquare,N,N
27-2022.00,Pear Deck,N,N
27-2022.00,Performance database software,N,N
27-2022.00,Scheduling software,N,N
27-2022.00,Schoology,N,N
27-2022.00,Screencast-O-Matic,N,N
27-2022.00,Screencastify,N,N
27-2022.00,Seesaw,N,N
27-2022.00,Statistical software,N,N
27-2022.00,Twitter,N,N
27-2022.00,Video analysis software,N,N
27-2022.00,Video editing software,N,N
27-2022.00,Video file conversion software,N,N
27-2022.00,Web browser software,N,N
27-2022.00,Website creation software,N,N
27-2022.00,YouTube,N,N
27-2023.00,Adobe Acrobat,Y,N
27-2023.00,Database software,N,N
27-2023.00,Email software,N,N
27-2023.00,Microsoft Excel,Y,N
27-2023.00,Microsoft Office software,Y,N
27-2023.00,Microsoft Outlook,Y,N
27-2023.00,Microsoft PowerPoint,Y,N
27-2023.00,Microsoft Word,Y,N
27-2023.00,Video editing software,N,N
27-2023.00,Web browser software,N,N
27-2023.00,Word processing software,N,N
27-2031.00,Adobe Photoshop,Y,N
27-2031.00,Apple Final Cut Pro,N,N
27-2031.00,Choreography software,N,N
27-2031.00,Facebook,Y,N
27-2031.00,LinkedIn,N,N
27-2031.00,Microsoft Office software,Y,N
27-2031.00,Microsoft Outlook,Y,N
27-2031.00,Pinterest,N,N
27-2031.00,Samba,N,N
27-2031.00,Social media sites,N,N
27-2031.00,Web browser software,N,N
27-2031.00,YouTube,N,N
27-2032.00,Chorel Technology Dance Designer,N,N
27-2032.00,Credo Interactive DanceForms,N,N
27-2032.00,Email software,N,N
27-2032.00,Facebook,Y,N
27-2032.00,Microsoft Excel,Y,N
27-2032.00,Microsoft Office software,Y,N
27-2032.00,Microsoft PowerPoint,Y,N
27-2032.00,Microsoft Word,Y,N
27-2032.00,Salesforce software,Y,N
27-2032.00,Salesforce Visualforce,N,N
27-2032.00,Social media sites,N,N
27-2032.00,Web browser software,N,N
27-2032.00,Word processing software,N,N
27-2032.00,YouTube,N,N
27-2041.00,Anvil Studio,N,N
27-2041.00,Apple Final Cut Pro,N,N
27-2041.00,Apple MainStage,N,N
27-2041.00,Arobas Music Guitar Pro,N,N
27-2041.00,Arpege Music Pizzicato,N,N
27-2041.00,Audacity,N,N
27-2041.00,Audio Chaos Soundscape Generator,N,N
27-2041.00,Audiveris,N,N
27-2041.00,Avid Pro Tools,N,N
27-2041.00,Avid Technology Sibelius,N,N
27-2041.00,Azemus FS,N,N
27-2041.00,Basic Music Composer,N,N
27-2041.00,Cakewalk SONAR,N,N
27-2041.00,Canorus,N,N
27-2041.00,ChordWizard Software Soundtrix Gold,N,N
27-2041.00,Click MusicalKEYS,N,N
27-2041.00,Curto Drum,N,N
27-2041.00,D'accord Music Software iChords,N,N
27-2041.00,Denemo,N,N
27-2041.00,Desktop Piano and Drums,N,N
27-2041.00,DigiPiano,N,N
27-2041.00,Dream Computer Piano,N,N
27-2041.00,Easy Music Composer Free,N,N
27-2041.00,Epinoisis Software Digital Ear,N,N
27-2041.00,FlexiMusic Composer,N,N
27-2041.00,GenieSoft Overture,N,N
27-2041.00,HS Virtual Piano,N,N
27-2041.00,IK Multimedia GrooveMaker,N,N
27-2041.00,Image-Line FL Studio,N,N
27-2041.00,Impro-Visor,N,N
27-2041.00,Jackbeat,N,N
27-2041.00,Javamin Composer,N,N
27-2041.00,Korg EM-1 Editor,N,N
27-2041.00,Lauriso Software Music Publisher,N,N
27-2041.00,Little Piano,N,N
27-2041.00,MadTracker,N,N
27-2041.00,Maestro Music Software MagicScore,N,N
27-2041.00,MAGIX Music Maker,N,N
27-2041.00,MakeMusic Finale,N,N
27-2041.00,Making Waves Audio Making Waves,N,N
27-2041.00,MediaShout,N,N
27-2041.00,Microsoft Excel,Y,N
27-2041.00,Microsoft Office software,Y,N
27-2041.00,Microsoft Outlook,Y,N
27-2041.00,Microsoft PowerPoint,Y,N
27-2041.00,Microsoft Publisher,N,N
27-2041.00,Microsoft Word,Y,N
27-2041.00,MIDI Maestro,N,N
27-2041.00,MIDI Score Creator,N,N
27-2041.00,MidiSwing,N,N
27-2041.00,Mozart Music Software Mozart,N,N
27-2041.00,MuseScore,N,N
27-2041.00,Music Director Pro,N,N
27-2041.00,Musical Palette,N,N
27-2041.00,MusicDevelopments RapidComposer,N,N
27-2041.00,MusicGraph,N,N
27-2041.00,Musilogic HarmonyBuilder,N,N
27-2041.00,Myriad Software Harmony Assistant,N,N
27-2041.00,Notation Software Notation Composer,N,N
27-2041.00,NoteWorthy Software NoteWorthy Composer,N,N
27-2041.00,Open Song Composer,N,N
27-2041.00,PianoFX STUDIO,N,N
27-2041.00,PianoRollComposer,N,N
27-2041.00,Power Tab Editor,N,N
27-2041.00,Proxima Controller,N,N
27-2041.00,Renoise,N,N
27-2041.00,Rhythm Rascal,N,N
27-2041.00,Sonoma Wire Works RiffWorks,N,N
27-2041.00,Storm Music Studio,N,N
27-2041.00,SVArTracker,N,N
27-2041.00,SwarMala,N,N
27-2041.00,TabIt,N,N
27-2041.00,TablEdit,N,N
27-2041.00,Tonality Systems Symoblic Composer,N,N
27-2041.00,Truepianos,N,N
27-2041.00,TuxGuitar,N,N
27-2041.00,Twelve Tone Matrix Calculator,N,N
27-2041.00,Twelve Tone Row Analyzer,N,N
27-2041.00,Underware Design DTAB,N,N
27-2041.00,VBRhapsody,N,N
27-2041.00,Visiv SharpEye,N,N
27-2041.00,Widisoft WIDI Recognition System,N,N
27-2041.00,Wusik Wusikstation VSTi,N,N
27-2041.00,Xitona Software Voice Composer,N,N
27-2041.00,XT Software energyXT,N,N
27-2041.00,ZynAddSubFX,N,N
27-2042.00,Acoustica Mixcraft,N,N
27-2042.00,Apple GarageBand,N,N
27-2042.00,Appointment scheduling software,N,N
27-2042.00,Audacity,N,N
27-2042.00,Avid Technology Pro Tools,N,N
27-2042.00,Avid Technology Sibelius,N,N
27-2042.00,Blogging software,N,N
27-2042.00,Cantovation Sing & See,N,N
27-2042.00,Email software,N,N
27-2042.00,Facebook,Y,N
27-2042.00,Financial tracking software,N,N
27-2042.00,Instagram,N,N
27-2042.00,iZotope Ozone,N,N
27-2042.00,MakeMusic Finale,N,N
27-2042.00,Microsoft Excel,Y,N
27-2042.00,Microsoft Office software,Y,N
27-2042.00,Microsoft Word,Y,N
27-2042.00,SAP software,Y,N
27-2042.00,Snapchat,N,N
27-2042.00,TUBA software,N,N
27-2042.00,Twitter,N,N
27-2042.00,Web browser software,N,N
27-2042.00,YouTube,N,N
27-2091.00,Adobe Audition,N,N
27-2091.00,Audion Laboratories VoxPro,N,N
27-2091.00,Avid Technology Pro Tools,N,N
27-2091.00,Microsoft Excel,Y,N
27-2091.00,Microsoft Office software,Y,Y
27-2091.00,Microsoft Word,Y,N
27-3011.00,Adobe Audition,N,N
27-3011.00,Audion Laboratories VoxPro,N,N
27-3011.00,Avid Technology Pro Tools,N,N
27-3011.00,Burli Software Burli Newsroom System,N,N
27-3011.00,Dalet Digital Media Systems Dalet Media Life,N,N
27-3011.00,Database software,N,N
27-3011.00,Enterprise application integration EAI software,N,N
27-3011.00,Microsoft Access,Y,N
27-3011.00,Microsoft Excel,Y,N
27-3011.00,Microsoft Office software,Y,N
27-3011.00,Microsoft Outlook,Y,N
27-3011.00,Microsoft PowerPoint,Y,N
27-3011.00,Microsoft Word,Y,N
27-3011.00,Program logging software,N,N
27-3011.00,Project management software,N,N
27-3011.00,Statistical processing software,N,N
27-3011.00,Web browser software,N,N
27-3011.00,Zoom,Y,N
27-3023.00,Adobe After Effects,Y,N
27-3023.00,Adobe InDesign,Y,N
27-3023.00,Adobe Photoshop,Y,N
27-3023.00,Adobe Premiere Pro,N,N
27-3023.00,Apple Final Cut Pro,N,N
27-3023.00,Audion Laboratories VoxPro,N,N
27-3023.00,Avid Technology Pro Tools,N,N
27-3023.00,Desktop Technologies NewsBoss,N,N
27-3023.00,ESRI ArcView,N,N
27-3023.00,Facebook,Y,N
27-3023.00,FileMaker Pro,N,N
27-3023.00,Grass Valley EDIUS,N,N
27-3023.00,Hypertext markup language HTML,Y,N
27-3023.00,IBM SPSS Statistics,Y,N
27-3023.00,LexisNexis,N,N
27-3023.00,Mapping software,N,N
27-3023.00,Microsoft Access,Y,N
27-3023.00,Microsoft Excel,Y,N
27-3023.00,Microsoft Office software,Y,N
27-3023.00,Microsoft Outlook,Y,N
27-3023.00,Microsoft PowerPoint,Y,N
27-3023.00,Microsoft Publisher,N,N
27-3023.00,Microsoft SQL Server,Y,N
27-3023.00,Microsoft Visual FoxPro,N,N
27-3023.00,Microsoft Word,Y,N
27-3023.00,Nielsen Arianna,N,N
27-3023.00,Nielsen Marketbreaks,N,N
27-3023.00,Online databases,N,N
27-3023.00,QuarkXPress,N,N
27-3023.00,RCS NexGen Digital,N,N
27-3023.00,Snapchat,N,N
27-3023.00,Social media sites,N,N
27-3023.00,Social media software,N,N
27-3023.00,Statistical analysis software,N,N
27-3023.00,Statistics databases,N,N
27-3023.00,Twitter,N,N
27-3023.00,Video editing software,N,N
27-3023.00,Web browser software,N,N
27-3023.00,Web content management system CMS software,N,N
27-3023.00,WordPress,Y,N
27-3023.00,YouTube,N,N
27-3031.00,3M Post-it App,N,N
27-3031.00,Adobe Acrobat,Y,N
27-3031.00,Adobe Acrobat Reader,N,N
27-3031.00,Adobe Acrobat Writer,N,N
27-3031.00,Adobe ActionScript,N,N
27-3031.00,Adobe After Effects,Y,N
27-3031.00,Adobe Creative Cloud software,Y,Y
27-3031.00,Adobe Dreamweaver,N,N
27-3031.00,Adobe Illustrator,Y,N
27-3031.00,Adobe InDesign,Y,Y
27-3031.00,Adobe Photoshop,Y,Y
27-3031.00,Airtable,N,N
27-3031.00,Apple Final Cut Express,N,N
27-3031.00,Apple Final Cut Pro,N,N
27-3031.00,Apple iPhoto,N,N
27-3031.00,Apple Keynote,N,N
27-3031.00,Apple macOS,Y,N
27-3031.00,Apple QuickTime,N,N
27-3031.00,Blackbaud The Raiser's Edge,N,N
27-3031.00,Blogging software,N,N
27-3031.00,Canva,Y,Y
27-3031.00,Cascading style sheets CSS,Y,N
27-3031.00,Cisco Webex,Y,N
27-3031.00,Cision CisionPoint,N,N
27-3031.00,Customer relationship management CRM software,N,N
27-3031.00,Drupal,N,N
27-3031.00,Dynamic hypertext markup language DHTML,N,N
27-3031.00,Extensible hypertext markup language XHTML,N,N
27-3031.00,Facebook,Y,N
27-3031.00,FileMaker Pro,N,N
27-3031.00,Google,N,N
27-3031.00,Google Ads,N,N
27-3031.00,Google Analytics,Y,N
27-3031.00,Google Docs,Y,N
27-3031.00,Google Drive,N,N
27-3031.00,Google Slides,N,N
27-3031.00,HubSpot software,Y,N
27-3031.00,Hypertext markup language HTML,Y,N
27-3031.00,Instagram,N,N
27-3031.00,JamBoard,N,N
27-3031.00,JavaScript,Y,N
27-3031.00,LexisNexis,N,N
27-3031.00,LinkedIn,N,N
27-3031.00,LogMeIn GoToWebinar,N,N
27-3031.00,Marketo Marketing Automation,Y,N
27-3031.00,Mentimeter,N,N
27-3031.00,Microsoft Dynamics,N,N
27-3031.00,Microsoft Excel,Y,Y
27-3031.00,Microsoft Office software,Y,Y
27-3031.00,Microsoft Outlook,Y,Y
27-3031.00,Microsoft PowerPoint,Y,Y
27-3031.00,Microsoft Project,Y,N
27-3031.00,Microsoft Publisher,N,N
27-3031.00,Microsoft SharePoint,Y,Y
27-3031.00,Microsoft Word,Y,Y
27-3031.00,Myspace,N,N
27-3031.00,Nearpod,N,N
27-3031.00,Oracle Business Intelligence Discoverer,N,N
27-3031.00,Oracle Eloqua,N,N
27-3031.00,ParentSquare,N,N
27-3031.00,Podcasting software,N,N
27-3031.00,Salesforce software,Y,N
27-3031.00,Slido interaction software,N,N
27-3031.00,SmugMug Flickr,N,N
27-3031.00,Social media sites,N,N
27-3031.00,Twitter,N,N
27-3031.00,Web browser software,N,N
27-3031.00,Website management software,N,N
27-3031.00,Wireshark,N,N
27-3031.00,WordPress,Y,Y
27-3031.00,YouTube,N,N
27-3041.00,Adobe Acrobat,Y,N
27-3041.00,Adobe After Effects,Y,N
27-3041.00,Adobe Captivate,N,N
27-3041.00,Adobe Creative Cloud software,Y,N
27-3041.00,Adobe Dreamweaver,N,N
27-3041.00,Adobe FrameMaker,N,N
27-3041.00,Adobe Illustrator,Y,N
27-3041.00,Adobe InCopy,N,N
27-3041.00,Adobe InDesign,Y,N
27-3041.00,Adobe Photoshop,Y,Y
27-3041.00,After the Deadline,N,N
27-3041.00,Apple Final Cut Pro,N,N
27-3041.00,Apple iWork Keynote,N,N
27-3041.00,Apple macOS,Y,N
27-3041.00,AutoCrit Editing Wizard,N,N
27-3041.00,Avid Technology Media Composer,N,N
27-3041.00,Cascading style sheets CSS,Y,N
27-3041.00,CCI NewsGate,N,N
27-3041.00,Content management systems CMS,N,Y
27-3041.00,Drupal,N,N
27-3041.00,Editor Software Stylewriter,N,N
27-3041.00,Elite Minds RightWriter,N,N
27-3041.00,Extensible hypertext markup language XHTML,N,N
27-3041.00,Extensible markup language XML,Y,N
27-3041.00,Facebook,Y,N
27-3041.00,File transfer protocol FTP software,N,N
27-3041.00,FileMaker Pro,N,N
27-3041.00,Google Analytics,Y,N
27-3041.00,Google Docs,Y,N
27-3041.00,Google Drive,N,N
27-3041.00,Grammarly Editor,N,N
27-3041.00,HP Autonomy TeamSite,N,N
27-3041.00,Hypertext markup language HTML,Y,Y
27-3041.00,InScribe,N,N
27-3041.00,LexisNexis,N,N
27-3041.00,LinkedIn,N,N
27-3041.00,Microsoft Excel,Y,Y
27-3041.00,Microsoft Office software,Y,Y
27-3041.00,Microsoft Outlook,Y,Y
27-3041.00,Microsoft PowerPoint,Y,Y
27-3041.00,Microsoft Project,Y,N
27-3041.00,Microsoft Publisher,N,N
27-3041.00,Microsoft SharePoint,Y,N
27-3041.00,Microsoft Visio,Y,N
27-3041.00,Microsoft Word,Y,Y
27-3041.00,myWriterTools,N,N
27-3041.00,Orpheus Technology Pro Writing Aid,N,N
27-3041.00,Polycom RealPresence,N,N
27-3041.00,QuarkXPress,N,N
27-3041.00,Social media sites,N,N
27-3041.00,Style guide databases,N,N
27-3041.00,Twitter,N,N
27-3041.00,Web browser software,N,N
27-3041.00,Web content management system CMS software,N,N
27-3041.00,WhiteSmoke,N,N
27-3041.00,WordPress,Y,N
27-3041.00,YouTube,N,N
27-3042.00,Adobe Acrobat,Y,N
27-3042.00,Adobe Captivate,N,N
27-3042.00,Adobe Creative Cloud software,Y,N
27-3042.00,Adobe Dreamweaver,N,N
27-3042.00,Adobe FrameMaker,N,N
27-3042.00,Adobe Illustrator,Y,N
27-3042.00,Adobe InDesign,Y,N
27-3042.00,Adobe Photoshop,Y,N
27-3042.00,Adobe RoboHelp,N,N
27-3042.00,Apple Final Cut Pro,N,N
27-3042.00,Atlassian Confluence,Y,Y
27-3042.00,Atlassian JIRA,Y,Y
27-3042.00,Author-it,N,N
27-3042.00,Autodesk AutoCAD,Y,N
27-3042.00,Blink,N,N
27-3042.00,Cascading style sheets CSS,Y,N
27-3042.00,Corel CorelDraw Graphics Suite,N,N
27-3042.00,Corel Paint Shop Pro,N,N
27-3042.00,Corel Ventura,N,N
27-3042.00,Darwin information typing architecture DITA,N,N
27-3042.00,Dassault Systemes CATIA,N,N
27-3042.00,Dassault Systemes SolidWorks,Y,N
27-3042.00,Drupal,N,N
27-3042.00,Dynamic hypertext markup language DHTML,N,N
27-3042.00,Epic Systems,Y,N
27-3042.00,Extensible hypertext markup language XHTML,N,N
27-3042.00,Extensible markup language XML,Y,Y
27-3042.00,FileMaker Pro,N,N
27-3042.00,Git,Y,N
27-3042.00,GitHub,Y,N
27-3042.00,Google Sites,N,N
27-3042.00,Hypertext markup language HTML,Y,N
27-3042.00,IBM Cognos Business Intelligence,N,N
27-3042.00,IBM Notes,N,N
27-3042.00,IBM Rational ClearCase,N,N
27-3042.00,IBM Rational ClearQuest,N,N
27-3042.00,JavaScript,Y,N
27-3042.00,JustSystems XMetaL,N,N
27-3042.00,MadCap Software MadCap Flare,N,N
27-3042.00,Microsoft Access,Y,N
27-3042.00,Microsoft ASP.NET,Y,N
27-3042.00,Microsoft Excel,Y,Y
27-3042.00,Microsoft Office software,Y,Y
27-3042.00,Microsoft Outlook,Y,Y
27-3042.00,Microsoft PowerPoint,Y,Y
27-3042.00,Microsoft Project,Y,N
27-3042.00,Microsoft Publisher,N,N
27-3042.00,Microsoft SharePoint,Y,Y
27-3042.00,Microsoft SQL Server,Y,N
27-3042.00,Microsoft SQL Server Reporting Services SSRS,Y,N
27-3042.00,Microsoft Visio,Y,Y
27-3042.00,Microsoft Visual Basic,Y,N
27-3042.00,Microsoft Word,Y,Y
27-3042.00,Objective C,N,N
27-3042.00,Oracle Business Intelligence Discoverer,N,N
27-3042.00,Oracle E-Business Suite Financials,N,N
27-3042.00,Oracle Java,Y,N
27-3042.00,Oracle JavaServer Pages JSP,N,N
27-3042.00,ParentSquare,N,N
27-3042.00,Perforce Helix software,N,N
27-3042.00,PHP,Y,N
27-3042.00,PTC Arbortext,N,N
27-3042.00,PTC Creo Parametric,N,N
27-3042.00,Quadralay WebWorks ePublisher,N,N
27-3042.00,SAP Business Objects,N,N
27-3042.00,SAP Crystal Reports,N,N
27-3042.00,SAS,Y,N
27-3042.00,Standardized general markup language SGML,N,N
27-3042.00,Structured query language SQL,Y,N
27-3042.00,Talisma Knowledgebase,N,N
27-3042.00,Web browser software,N,N
27-3043.00,Adobe Acrobat,Y,N
27-3043.00,Adobe After Effects,Y,N
27-3043.00,Adobe Creative Cloud software,Y,Y
27-3043.00,Adobe Dreamweaver,N,N
27-3043.00,Adobe Illustrator,Y,N
27-3043.00,Adobe InDesign,Y,N
27-3043.00,Adobe Persuasion,N,N
27-3043.00,Adobe Photoshop,Y,Y
27-3043.00,Adobe Premiere Pro,N,Y
27-3043.00,Apple Final Cut Pro,N,N
27-3043.00,Asana,Y,N
27-3043.00,Avid Technology Media Composer,N,N
27-3043.00,Blackbaud The Raiser's Edge,N,N
27-3043.00,Campaign Monitor,N,N
27-3043.00,Canva,Y,Y
27-3043.00,Chatbot software,N,N
27-3043.00,Corel Presentation,N,N
27-3043.00,Drupal,N,N
27-3043.00,Eko,N,N
27-3043.00,Facebook,Y,N
27-3043.00,Figma,Y,N
27-3043.00,FileMaker Pro,N,N
27-3043.00,Flipgrid,N,N
27-3043.00,Google Ads,N,N
27-3043.00,Google Analytics,Y,N
27-3043.00,Google Docs,Y,N
27-3043.00,Google Drive,N,N
27-3043.00,Google Slides,N,N
27-3043.00,Google Workspace software,Y,N
27-3043.00,HubSpot software,Y,N
27-3043.00,Hypertext markup language HTML,Y,N
27-3043.00,Kapwing,N,N
27-3043.00,LinkedIn,N,N
27-3043.00,Loom,N,N
27-3043.00,Microsoft Access,Y,N
27-3043.00,Microsoft Excel,Y,Y
27-3043.00,Microsoft Office software,Y,Y
27-3043.00,Microsoft Outlook,Y,N
27-3043.00,Microsoft PowerPoint,Y,Y
27-3043.00,Microsoft Project,Y,N
27-3043.00,Microsoft SharePoint,Y,N
27-3043.00,Microsoft Word,Y,Y
27-3043.00,MySQL,Y,N
27-3043.00,ParentSquare,N,N
27-3043.00,PHP,Y,N
27-3043.00,Project management software,N,N
27-3043.00,QuarkXPress,N,N
27-3043.00,SendGrid,N,N
27-3043.00,Slack,Y,N
27-3043.00,Social media sites,N,N
27-3043.00,TikTok,Y,Y
27-3043.00,Twitter,N,N
27-3043.00,Web content management system CMS software,N,N
27-3043.00,WordPress,Y,N
27-3043.00,YouTube,N,N
27-3043.05,Adobe Acrobat,Y,N
27-3043.05,Adobe Creative Cloud software,Y,N
27-3043.05,Adobe Illustrator,Y,N
27-3043.05,Adobe InDesign,Y,N
27-3043.05,Adobe Photoshop,Y,N
27-3043.05,Apple iWork Pages,N,N
27-3043.05,Ashley Software Writer's Blocks,N,N
27-3043.05,AutoCrit Editing Wizard,N,N
27-3043.05,Bare Bones Software BBEdit,N,N
27-3043.05,Blogger,N,N
27-3043.05,Contour Storyteller,N,N
27-3043.05,Facebook,Y,N
27-3043.05,Google Drive,N,N
27-3043.05,Literature & Latte Scrivener,N,N
27-3043.05,MasterWriter,N,N
27-3043.05,Microsoft Excel,Y,N
27-3043.05,Microsoft Office software,Y,N
27-3043.05,Microsoft PowerPoint,Y,N
27-3043.05,Microsoft Word,Y,N
27-3043.05,OpenOffice.org,N,N
27-3043.05,Power Structure,N,N
27-3043.05,Ravenshead Services WriteItNow,N,N
27-3043.05,Red Sweater MarsEdit,N,N
27-3043.05,RoughDraft,N,N
27-3043.05,ScriptPerfection Power Writer,N,N
27-3043.05,Skype,N,N
27-3043.05,Social media software,N,N
27-3043.05,Storymind StoryWeaver,N,N
27-3043.05,Text to speech software,N,N
27-3043.05,Tumblr,N,N
27-3043.05,WhiteSmoke,N,N
27-3043.05,WordPress,Y,N
27-3043.05,Write Brothers Dramatica,N,N
27-3043.05,WriteWay Pro,N,N
27-3043.05,YouTube,N,N
27-3091.00,AceTools.biz Ace Translator,N,N
27-3091.00,Adapt It,N,N
27-3091.00,AmoK Translator,N,N
27-3091.00,Ashkon Translation Pad,N,N
27-3091.00,Babylon Online Translator,N,N
27-3091.00,DocTranslate,N,N
27-3091.00,Electronic dictionaries,N,N
27-3091.00,ExcelTrans Translator,N,N
27-3091.00,Extensible hypertext markup language XHTML,N,N
27-3091.00,Google Translate Client,N,N
27-3091.00,HunterSoft Business Translator,N,N
